,MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),SC CO2 loading (mol/kg),SC CH4 loading (mol/kg),SC CO2 error (mol/kg),SC CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,PLD log10,LCD,LCD log10,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),PV (cc/g) log10,K0_CH4,K0_CH4 log10,K0_CO2,K0_CO2 log10,K0_H2S,K0_H2S log10,K0_H2O,K0_H2O log10,DC_CH4,DC_CH4 log10,DC_CO2,DC_CO2 log10,DC_H2S,DC_H2S log10,P_CH4,P_CH4 log10,P_CO2,P_CO2 log10,P_H2S,P_H2S log10,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
672,GAMKUD_stripped.cif,5.7104251945,0.4924543726,0.0794178398,0.0385203595,6.7732149597,3.6659190008,0.1105577541,0.0440185715,11.59584625952411,0.9212658094632429,6.077619517864573,0.7837335081058625,0.03450379113877965,0.2143962420346948,1.064302448742037,HIGH,4.38382,0.641852713676218,8.02672,0.9045381135341581,1.12273,1324.23,1179.48,0.57306,0.510417,-0.2920748693902612,1.3637e-05,-4.865281159499605,0.000163879,-3.7854766948031457,0.00608571,-2.21568874675283,19809.0,4.296862551992673,0.000310347,-3.508152448408898,0.000121415,-3.9157276558076646,1.95e-05,-4.709965388637482,1418396.174,6.151797551122946,6668444.961,6.824024571008934,39698532.11,7.5987744486192135,-19.72859643,-31.70735423,-49.70216807,-90.10376431,3
673,GAMXAV_stripped.cif,8.6952998048,1.3419625121,0.1089501249,0.036912062,12.153439957,5.2809458324,0.0991331017,0.0735263835,6.479540021720104,0.1958469147405851,7.056619921120258,0.8485967263890126,0.01312673956553993,0.144380980717916,0.8115441766855291,HIGH,4.31258,0.6347371644839501,12.85686,1.1091349148413654,0.868862,1608.59,1851.37,0.67464,0.776464,-0.10987867511093388,1.7e-05,-4.769551078621726,0.00012556,-3.901148692971995,0.000209977,-3.677828273457166,0.00103568,-2.984774410326145,0.000150662,-3.821996271715603,5.56e-05,-4.2549252084179425,9.2e-05,-4.036212172654444,664375.3624,5.822413518764121,1812111.071,6.25818481367415,5009521.309,6.6997962283039225,-18.31883261,-29.45556905,-26.96017762,-42.88826675,3
674,GARQEY_stripped.cif,2.1250877636,0.2165983565,0.1879916572,0.029105091,2.8392927866,1.2547392094,0.1261811088,0.0564038953,9.811190619999001,1.578411588035346,2.107495678532984,0.3237666927671463,0.06986873147267107,0.2383351345689386,0.9917217136306811,LOW,4.40103,0.6435543289787713,6.65568,0.8231924332383402,1.14842,209.409,182.344,0.50164,0.436807,-0.35971041051162017,7.95e-06,-5.0996328713435295,3.78e-05,-4.422508200162775,0.000128417,-3.89137748002507,1.6e-05,-4.795880017344075,5.99e-05,-4.2225731776106885,2.48e-05,-4.605548319173784,1.92e-05,-4.716698771296451,163104.4825,5.2124658966519535,321415.7124,5.507067103422422,844773.8513,5.926740462467348,-21.30180832,-29.33430784,-30.57412333,-30.56690634,3
675,GARTAX_stripped.cif,4.4257240344,0.1241293329,0.1430636486,0.0273394712,4.7262268498,3.2518785318,0.1264100065,0.0329499265,35.65413533612892,7.936945924077754,6.869210126734194,0.8369068014958672,0.09667803707747194,0.4820574982348783,1.552109908648079,HIGH,3.94557,0.5961097527856728,4.45837,0.6491761077266177,1.61624,881.41,545.346,0.49374,0.305487,-0.5150072664308939,2.54e-05,-4.5951662833800615,0.0132049,-1.87926488333344,0.00582165,-2.2349539080758096,39684.3,4.598618724094381,0.000429189,-3.367351417415593,2e-05,-4.698970004336019,2.55e-05,-4.5934598195660445,5269404.197,6.7217615130146156,127534256.1,8.105626853295359,71629199.53,7.855090097861869,-22.50412365,-48.5418994,-43.13880849,-93.64206613,3
676,GARTIF_stripped.cif,4.7097450816,0.0449614868,0.1114305456,0.0157348419,5.0226841949,2.9683537754,0.1662201038,0.0459090846,104.7506525429226,36.74249821165527,9.514423256518832,0.978382467441446,0.1523337930341142,0.751939173830168,2.02015673707898,HIGH,3.87557,0.5883355854616129,4.43647,0.6470375491078602,1.65372,804.646,486.566,0.48348,0.292359,-0.5340835322690629,2.15e-05,-4.667561540084395,0.0427458,-1.3691065505599411,0.00705443,-2.1515380716127352,20639500.0,7.3146991721280825,0.000336514,-3.472996863100423,1.51e-05,-4.82102305270683,2.91e-05,-4.536107011014093,3565224.023,6.552086824200775,318286750.0,8.502818559696532,101165197.3,8.005031132858308,-22.35953786,-52.56367358,-45.34646599,-109.0618746,3
677,GASROK_stripped.cif,2.8051527926,0.7825309563,0.1235202054,0.0359251462,4.2981205256,2.4127907527,0.0906792415,0.052548098,3.584717984657702,0.2280332093300459,1.555330976823824,0.19182282173130855,0.02762659850135591,0.1034221684525893,0.5544549947249899,LOW,8.65343,0.9371882848992812,8.78768,0.9438742338692595,1.15115,851.981,740.11,0.51446,0.446908,-0.34978187106181985,4.31e-06,-5.3655227298392685,9.208e-06,-5.035834689378264,2.4e-05,-4.619788758288394,8.41e-07,-6.075204004202088,0.000417694,-3.3791417631490677,0.000213339,-3.670929744941809,0.000195754,-3.7082893548885174,619132.0828,5.791783309297982,675030.0485,5.829323105582553,1614358.781,6.208000060307119,-15.45494639,-19.20353036,-20.97782601,-11.09707796,3
678,GASSUR_stripped.cif,6.9858471243,1.2139480089,0.13253395070000001,0.0520261731,8.9159371241,6.044417301,0.0762467056,0.064601683,5.754651000770713,0.2697115413696693,5.309376478081439,0.7250435214527343,0.02035470684612853,0.1742572106526492,0.7600189903401947,HIGH,6.36797,0.8040010087394828,7.13166,0.8531906301225515,1.0643,1511.95,1420.61,0.61694,0.579669,-0.23681992455406628,1.97e-05,-4.705533773838407,5.27e-05,-4.278189384787454,0.00014104,-3.8506577007087346,2.88e-06,-5.540607512240769,0.000739849,-3.130856908861529,0.000427194,-3.369374855663935,0.000445858,-3.3508034364356316,4634806.799,6.666031635378687,7146963.94,6.854121590874285,19978288.05,7.300558270562014,-17.42295051,-21.45330575,-23.27485693,-13.54345734,3
679,GAVYAG_stripped.cif,1.7987672078,0.6759441048,0.0817502025,0.0649392928,2.5436491568,2.4019496147,0.0255192522,0.0081270007,2.661118271505931,0.2828224016387262,0.7645915025988098,-0.11657053288637874,0.04615661382115695,0.09000361059866582,0.4250641768892101,LOW,3.91416,0.5926385744381972,5.2625,0.7211921088437248,1.33824,403.982,301.877,0.4446,0.332229,-0.4785624610168471,8.7e-05,-4.060480747381382,0.000215561,-3.6664298103540114,0.00205242,-2.6877337619725497,3.37e-06,-5.4723700991286615,2.21e-05,-4.655607726314889,8.37e-05,-4.07727454200674,1.27e-05,-4.896196279044043,768770.8739,5.8857969210390975,7204261.359,6.857589459937689,10435903.24,7.018530043738946,-26.93795715,-31.33726743,-35.55147692,-17.59713276,3
680,GAWMOJ_stripped.cif,10.852362988,1.912921361,0.104668759,0.0455586914,15.955426157,5.687128046,0.1539168357,0.1195178496,5.673188249791309,0.145773085519718,8.180806347337027,0.9127961123436852,0.01115923601751682,0.1445397818965966,0.7538271947209059,HIGH,7.82075,0.8932484033466536,9.8596,0.9938592961464299,0.707147,1926.92,2724.92,0.71966,1.01769,0.0076155070848041035,9.12e-06,-5.0400051616715835,4.75e-05,-4.323306390375134,0.000101051,-3.99545938435221,0.638708,-0.19469764414560586,0.000861901,-3.064542615408323,0.000326498,-3.4861194747001605,0.000375783,-3.425062870784693,1659203.357,6.219899617736565,3274340.678,6.515123863493238,8015714.841,6.9039422587747925,-14.70350368,-23.61331549,-24.25183774,-58.73819839,3
681,GAWZOW_stripped.cif,7.8200152647,1.3026154391,0.1264050268,0.0457736075,9.799134309,7.0048887966,0.0111628589,0.0253227848,6.003318423818919,0.232204125019499,6.087032469687748,0.7844056183898752,0.01679820443490489,0.1641253544779649,0.778391379511107,HIGH,5.77026,0.761195382310207,9.19435,0.9635210319545877,0.931852,1319.83,1416.36,0.59446,0.637934,-0.19522425061817839,2.78e-05,-4.555955204081924,8.15e-05,-4.088842391260023,0.000228786,-3.6405705546551146,3.2e-06,-5.494850021680094,0.00048687,-3.312586985026615,0.000271327,-3.566506987043557,0.000291258,-3.535722137010939,3766138.076,6.575896238289681,6153332.487,6.789110382237091,18535744.61,7.268010037008082,-18.61938846,-23.23237434,-25.03046301,-13.18835478,3
682,GAXQIH_stripped.cif,2.2540727332,0.6308061355,0.0479679289,0.0386320241,3.0510015091,2.5846421506,0.0691158089,0.0691692768,3.573320876806849,0.2316736512029806,1.246664552334181,0.095749610921692,0.0281571657818044,0.06878990520218381,0.5530720166976826,LOW,4.53191,0.6562812765462842,5.17092,0.7135678187956025,1.36554,564.906,413.688,0.42822,0.313591,-0.5036364099749249,2.05e-05,-4.688246138944246,4.88e-05,-4.311580177997289,0.000291268,-3.5357072262779603,2.38e-06,-5.623423042943488,0.000266737,-3.5739167376611056,0.0001944,-3.711303739409744,0.000125042,-3.902944088555589,2232034.332,6.34870087041047,3866328.054,6.58729870070068,14845921.76,7.171607167432495,-22.34244133,-26.28660143,-30.14206677,-18.04071114,3
683,GAYXUC_stripped.cif,3.6361594534,0.4764123788,0.1828720618,0.0807926663,4.3515760255,2.4178707997,0.0890469752,0.0302125175,7.632378198397896,1.35005997294722,3.209492075237515,0.5064363076772942,0.07682056382013476,0.3226153912002906,0.8826598823207468,LOW,3.91101,0.5922889263942853,4.94368,0.6940503514958178,1.71325,473.324,276.272,0.5219,0.304625,-0.5162344578072193,1.24e-05,-4.906578314837765,7.95e-05,-4.0996328713435295,0.000255569,-3.5924918263564822,1.03e-05,-4.987162775294828,5.51e-05,-4.258848401148215,0.000107828,-3.9672684500350495,2.34e-05,-4.6307841425898575,350221.764,5.544343131157503,4384208.11,6.641891161096634,3059985.024,6.485719300988091,-22.83682698,-29.84754815,-34.06894406,-30.48381154,3
684,GAZZIS01_stripped.cif,8.8786687178,2.294304831,0.1789750681,0.0393401085,14.2202838256,6.682254121,0.1584649747,0.0828875858,3.869873173709933,0.1024131345375535,5.217964592078577,0.7175011277505831,0.01149326016837797,0.1465490634144908,0.5876967322384239,HIGH,7.92302,0.8988907522131794,11.18026,1.0484519033046382,0.716255,1759.55,2456.6,0.6917,0.965717,-0.015150123424165258,1.12e-05,-4.950781977329818,2.75e-05,-4.560667306169737,7.1e-05,-4.1487416512809245,2.91e-06,-5.536107011014093,0.000886123,-3.0525059908514445,0.00041024,-3.3869619964972952,0.000323507,-3.490116317689306,2119771.035,6.326288953567328,2412887.236,6.382537026041696,4912583.351,6.6913099320495935,-15.44752427,-20.0587177,-22.71104932,-12.04476494,3
685,GAZZIS02_stripped.cif,9.1109063299,2.2988057129,0.1468911384,0.028550369,14.5471347139,6.5883199252,0.137891952,0.0922789317,3.963321597285561,0.08065965459620357,5.448862388516557,0.7363058398984985,0.008838556761920404,0.1191729609798444,0.5980593138834699,HIGH,7.94365,0.9000201007419483,11.20582,1.0494436420799174,0.711005,1777.26,2499.64,0.69462,0.976955,-0.010125440070146421,1.27e-05,-4.896196279044043,3.22e-05,-4.492144128304169,8.54e-05,-4.068542129310995,2.96e-06,-5.528708288941061,0.000862237,-3.0643733447956842,0.000395898,-3.402416692213842,0.000330812,-3.4804187450709447,2327357.531,6.366863105166035,2701825.237,6.431657253989796,5994438.124,6.777748481666346,-15.94532624,-20.52744407,-23.22539544,-11.86160271,3
686,GAZZIS03_stripped.cif,9.0927211876,2.3011351167,0.0544674986,0.0452145393,14.6549663698,6.5706480413,0.1552190836,0.0797352585,3.95140690418894,0.0811682971243117,5.426097320468063,0.7344875788401041,0.008921111999172282,0.08738695534890313,0.5967517543447592,HIGH,7.96317,0.9010859872663585,11.21831,1.0499274368706109,0.708632,1778.65,2509.98,0.69642,0.982767,-0.007549434974333668,1.25e-05,-4.903089986991944,3.13e-05,-4.504455662453552,8.13e-05,-4.089909454405932,2.96e-06,-5.528708288941061,0.000891316,-3.0499682973930407,0.000383782,-3.415915398240447,0.000347294,-3.4593027196820407,2353134.861,6.371646817830399,2542618.971,6.405281283026438,5974154.231,6.776276430321611,-15.83657266,-20.34413368,-22.88475367,-11.81437599,3
687,GAZZIS_stripped.cif,9.1119012617,2.2389518793,0.0675224843,0.0328215772,14.3065428332,6.6133511458,0.2003078305,0.0909953831,4.069717328873009,0.0668487433391635,5.554289216735667,0.744628490099534,0.007133674898842435,0.07693673833633723,0.6095642453987049,HIGH,7.9215,0.898807426544176,11.11769,1.0460145602254438,0.721226,1771.94,2456.84,0.6913,0.958507,-0.018404711111142932,1.33e-05,-4.876148359032914,3.47e-05,-4.459670525209126,9.47e-05,-4.023650020996727,3.02e-06,-5.519993057042849,0.000836274,-3.077651405346094,0.000344266,-3.4631058664661443,0.000336575,-3.4729181455356772,2398364.904,6.37991526038802,2573166.272,6.410467850213064,6860330.129,6.836345015087699,-16.24594435,-21.01461975,-23.87901753,-12.04659736,3
688,GEBPEK_stripped.cif,10.3093738108,2.743127675,0.1920748604,0.0199755728,20.862373321,5.5690792532,0.433813074,0.1807131943,3.758255186135294,0.07517878447209714,5.927748346407068,0.7728897580470752,0.008687470550928762,0.1421917845118965,0.5749862654312928,HIGH,9.34908,0.9707688760509465,17.98452,1.254898851154632,0.601052,1930.87,3212.48,0.84424,1.4046,0.14755266408026801,6.04e-06,-5.218963061378868,3.48e-05,-4.458420756053419,3.07e-05,-4.512861624522814,0.0130435,-1.8846058574743971,0.001172589,-2.930854184227384,0.000216887,-3.6637664784028843,0.000352699,-3.4525957716767053,1271679.758,6.104377758447695,1354699.609,6.131843005456524,1939864.966,6.287771499743553,-10.55070264,-23.44088553,-19.19805718,-51.14450731,3
689,GECXUH01_stripped.cif,6.7743678453,0.7210174614,0.0888252374,0.0681949448,7.8404459002,4.4401037141,0.0588369125,0.0673170316,9.395566970245362,0.8971458834185743,6.590938236246471,0.8189472418809524,0.04146907875435323,0.2939188660548779,0.9729229924854478,HIGH,4.97129,0.6964690984289148,6.24113,0.7952632288386369,1.20153,1211.38,1008.2,0.58032,0.482985,-0.31606635686419426,2.53e-05,-4.5968794788241825,0.00127908,-2.893102291743385,0.000750029,-3.124921944212984,2.75246,0.43972101632480565,0.000442664,-3.3539257959273625,2.69e-05,-4.570247719997592,6.07e-05,-4.2168113089247425,4011237.059,6.603278328990701,12349965.7,7.091665751415813,16322775.77,7.212794014656042,-19.26673525,-39.1155649,-32.7070332,-64.92924376,2
690,GECXUH02_stripped.cif,6.6280292557,0.746149336,0.1669650197,0.1204649318,7.7835689775,4.3246205488,0.1775781379,0.0267608307,8.882979500098354,1.451498859982056,6.287074548279586,0.7984486099787085,0.07096469662820766,0.4963041818833621,0.9485586598569705,HIGH,4.89154,0.6894456092688238,6.24287,0.7953842913832387,1.23165,1211.67,983.775,0.57302,0.465246,-0.33231735207230634,2.82e-05,-4.549750891680639,0.00151532,-2.819495644680403,0.000825948,-3.083047294112964,1.52182,0.1823632873690549,0.000384233,-3.4154053383227305,2.99e-05,-4.52432881167557,6.34e-05,-4.1979107421182675,3989528.77,6.600921601282067,16667697.41,7.221875607554371,19239088.74,7.284184497818119,-19.66347989,-39.68212924,-32.81280276,-63.18133626,2
691,GECXUH03_stripped.cif,6.7417377122,0.6997118772,0.1950854347,0.0956701605,7.8553425613,4.4435895873,0.2142550611,0.0559419686,9.635019687214765,1.346556528481055,6.632876219714366,0.8217018927308182,0.06069547223303827,0.4519712803098241,0.9838526063853484,HIGH,4.95113,0.6947043295917221,6.21663,0.7935550198950765,1.208,1220.42,1010.28,0.58064,0.480662,-0.31816021080800116,2.59e-05,-4.586700235918748,0.00128868,-2.8898549115741,0.000771253,-3.1128031336479576,2.04118,0.3098813043534179,0.000318309,-3.497151081784026,2.31e-05,-4.636388020107856,6.38e-05,-4.195179321278838,2976774.116,6.473745880700913,10731419.26,7.030657162415701,17751198.27,7.249227674826827,-19.3577469,-39.12818679,-32.75165354,-64.09305641,2
692,GECXUH_stripped.cif,6.7626892624,0.760741891,0.1625895562,0.0718347468,7.7871047785,4.4632566295,0.0749914945,0.0369833078,8.889597565753087,0.866201120101361,6.416994794351881,0.807331686979336,0.04231759243271977,0.3251172234265827,0.9488821007982501,HIGH,4.92212,0.6921521974818882,6.20523,0.792757883478523,1.20886,1252.19,1035.84,0.58028,0.480021,-0.3187397626564508,2.6e-05,-4.585026652029182,0.00126183,-2.898999151458823,0.000758584,-3.11999632164508,9.35757,0.9711630845708599,0.000360448,-3.443157379882057,2.11e-05,-4.675717544702307,8.91e-05,-4.050122295963125,3384578.514,6.529504593127162,9622276.038,6.9832778115210905,24379016.44,7.387016180228336,-19.37194312,-39.01210185,-32.65124187,-64.70561156,2
693,GEDDAW_stripped.cif,6.476406444,1.0034706625,0.0709461161,0.0180722297,9.7438665489,2.2957909069,0.0244567982,0.0350635783,6.454006764746847,0.1360483068690119,5.244784450088088,0.7197276442815451,0.00915478261786571,0.082560924129084,0.809829416272517,HIGH,7.23501,0.8594391357234485,10.55669,1.0235277685695257,1.17838,1843.23,1564.21,0.68452,0.580902,-0.2358971282793771,2.76e-06,-5.559090917934783,1.97e-05,-4.705533773838407,2.91e-05,-4.536107011014093,1.90245,0.2793132515086053,0.000769215,-3.113952255434973,0.000211643,-3.674396091053175,0.000231709,-3.635057097092948,747156.3569,5.873411495835709,1465664.549,6.166034583409747,2372626.476,6.375229372359548,-12.00652663,-24.30914606,-22.60111845,-65.06013684,3
694,GEDRAK_stripped.cif,9.4531414785,0.2664299093,0.1570732612,0.0181053651,10.2422822814,5.9178363377,0.1783237116,0.0468080265,35.48078180612885,2.482142410693446,14.65230482868172,1.1659059452120886,0.03038210257463918,0.3765122147052673,1.549993180786152,HIGH,3.94082,0.5955865985824207,5.77351,0.7614399223700795,1.15636,1890.23,1634.63,0.60554,0.52366,-0.28095059860707766,2.04e-05,-4.690369832574101,0.0575287,-1.2401154397969496,0.0284363,-1.5461269126581303,783913000.0,8.894267866617483,0.001304312,-2.8846185100835227,1.67e-05,-4.777283528852417,1.31e-05,-4.882728704344236,9195624.074,6.96358120858196,331592245.9,8.520604366262384,128145845.6,8.107704531220682,-19.88404094,-52.40071611,-45.78613721,-119.1254746,3
695,GEDRUE_stripped.cif,9.7456840126,0.4387691074,0.1066464414,0.0685513217,10.6152048517,5.9534996785,0.1874909563,0.0924397246,22.21141791487939,3.478714175523178,13.12330695863284,1.1180432872436636,0.06801845682874047,0.6782635890499056,1.346576283580093,HIGH,4.23493,0.6268462361862108,6.03541,0.7807067781101527,1.11864,1961.31,1753.3,0.62174,0.5558,-0.2550814575586469,2.35e-05,-4.628932137728264,0.0613103,-1.212466558803025,0.0137047,-1.863130466857105,5595460000.0,9.747835795466644,0.001635717,-2.7862918326756154,3.09e-05,-4.510041520575165,3.03e-05,-4.518557371497695,12846030.04,7.108768933261998,633240914.1,8.801568967140767,138652583.3,8.14192796552934,-19.49595374,-51.64757682,-43.49572769,-118.3654682,3
696,GEDSAL_stripped.cif,9.4234877315,0.2286533551,0.0943966347,0.0484491835,9.9831317275,5.7740415642,0.1320666679,0.0695325901,41.21298691365671,8.742341185017537,15.21925394422124,1.1823933636139694,0.09212509987502326,0.8814242898884483,1.615034091183423,HIGH,3.83033,0.5832361919856316,5.43738,0.7353896854269876,1.17011,1654.66,1414.11,0.6034,0.515678,-0.28762139619151456,2.06e-05,-4.686132779630847,0.0813186,-1.0898101068848165,0.0395435,-1.4029248938636305,1656590000.0,9.219215035413631,0.001258258,-2.9002302996792353,1.76e-05,-4.7544873321858505,1.42e-05,-4.847711655616943,9051221.706,6.956707202891906,500662309.0,8.699544897950837,195726693.7,8.291650059873838,-20.10926817,-53.44661632,-46.6672185,-121.4652086,3
697,GEDSUF_stripped.cif,9.9241955357,0.5497976135,0.1289113139,0.0267941261,11.3457005453,5.0830528761,0.1477270701,0.0221816632,18.05063407336889,0.9104006340451967,12.46967688383046,1.095855200119479,0.02190404891484558,0.2710910317886849,1.256492462182317,HIGH,5.5387,0.7434078425120929,6.93664,0.8411491559280369,1.02882,2099.24,2040.43,0.6503,0.632081,-0.19922726412434,1.24e-05,-4.906578314837765,0.0121543,-1.9152700483296083,0.00340597,-2.4677591816499405,164783000.0,8.216912405255412,0.001239669,-2.906694258920918,2.6e-05,-4.585026652029182,3.2e-05,-4.494850021680094,4734042.993,6.675232197728652,97201130.28,7.987671315044721,33472062.45,7.524682473130353,-16.31749403,-47.03725683,-40.01710403,-115.3858163,3
698,GEFZAU_stripped.cif,4.5381687276,0.6988879699,0.0818764698,0.042997397,6.0285048317,3.248135911,0.0881202702,0.0693436851,6.49341371300087,0.4163150990294552,3.687139895689215,0.5666896157111525,0.02784411377939781,0.1428019888074668,0.8124730738337158,LOW,5.83062,0.7657147379943882,6.43107,0.8082832367555687,0.991134,1119.88,1129.9,0.54618,0.551066,-0.25879638350890866,1e-05,-5.0,4.87e-05,-4.3124710387853655,0.000218021,-3.661501672703316,2.18e-05,-4.661543506395395,0.000189237,-3.7229939454986205,0.000126114,-3.899236699428069,0.000112269,-3.949740145675359,559717.9827,5.747969260206571,1817919.26,6.259574590813818,7241755.152,6.859843836977412,-20.34791576,-26.47580427,-30.8625812,-25.24769655,3
